"NOME_PRODOTTO","DATA_RILEVAZIONE","PREZZO","IVA","ACCISA","NETTO"
"Gasolio auto","2007-12-17","1281.36","213.56","423.00","644.80"
"GPL","2007-12-17","669.92","111.65","125.27","433.00"
"Benzina","2007-12-31","1359.16","226.53","564.00","568.63"
"Gasolio auto","2007-12-31","1280.95","213.49","423.00","644.46"
"GPL","2007-12-31","671.09","111.85","125.27","433.97"
"Benzina","2008-01-07","1377.18","229.53","564.00","583.65"
"Gasolio auto","2008-01-07","1295.83","215.97","423.00","656.86"
"GPL","2008-01-07","672.30","112.05","125.27","434.98"
"Benzina","2008-01-14","1371.94","228.66","564.00","579.28"
"Gasolio auto","2008-01-14","1287.22","214.54","423.00","649.68"
"GPL","2008-01-14","672.30","112.05","125.27","434.98"
"Benzina","2008-01-21","1355.99","226.00","564.00","565.99"
"Gasolio auto","2008-01-21","1260.50","210.08","423.00","627.42"
"GPL","2008-01-21","674.60","112.43","125.27","436.90"
"Benzina","2008-01-28","1351.75","225.29","564.00","562.46"
"Gasolio auto","2008-01-28","1254.85","209.14","423.00","622.71"
"GPL","2008-01-28","684.45","114.07","125.27","445.11"
"Benzina","2008-02-04","1352.92","225.49","564.00","563.43"
"Gasolio auto","2008-02-04","1258.77","209.79","423.00","625.98"
"GPL","2008-02-04","691.29","115.21","125.27","450.81"
"Benzina","2008-02-11","1352.35","225.39","564.00","562.96"
"Gasolio auto","2008-02-11","1258.79","209.80","423.00","625.99"
"GPL","2008-02-11","691.29","115.21","125.27","450.81"
"Benzina","2008-02-18","1367.02","227.84","564.00","575.18"
"Gasolio auto","2008-02-18","1278.86","213.14","423.00","642.72"
"GPL","2008-02-18","691.89","115.31","125.27","451.31"
"Benzina","2008-02-25","1385.05","230.84","564.00","590.21"
"Gasolio auto","2008-02-25","1309.05","218.18","423.00","667.87"
"GPL","2008-02-25","691.89","115.31","125.27","451.31"
"Benzina","2008-03-03","1388.46","231.41","564.00","593.05"
"Gasolio auto","2008-03-03","1313.45","218.91","423.00","671.54"
"GPL","2008-03-03","691.89","115.31","125.27","451.31"
"Benzina","2008-03-10","1388.75","231.46","564.00","593.29"
"Gasolio auto","2008-03-10","1325.07","220.84","423.00","681.23"
"GPL","2008-03-10","691.89","115.31","125.27","451.31"
"Benzina","2008-03-17","1385.52","230.92","564.00","590.60"
"Gasolio auto","2008-03-17","1349.00","224.83","423.00","701.17"
"GPL","2008-03-17","691.89","115.31","125.27","451.31"
"Benzina","2008-03-31","1363.13","227.19","547.17","588.77"
"Gasolio auto","2008-03-31","1326.94","221.16","406.17","699.61"
"GPL","2008-03-31","681.78","113.63","116.02","452.13"
"Benzina","2008-04-07","1364.20","227.37","547.17","589.66"
"Gasolio auto","2008-04-07","1326.47","221.08","406.17","699.22"
"GPL","2008-04-07","680.80","113.47","116.02","451.31"
"Benzina","2008-04-14","1380.40","230.07","547.17","603.16"
"Gasolio auto","2008-04-14","1346.01","224.33","406.17","715.51"
"GPL","2008-04-14","677.83","112.97","116.02","448.84"
"Benzina","2008-04-21","1380.72","230.12","547.17","603.43"
"Gasolio auto","2008-04-21","1366.36","227.73","406.17","732.46"
"GPL","2008-04-21","677.83","112.97","116.02","448.84"
"Benzina","2008-04-28","1395.85","232.64","547.17","616.04"
"Gasolio auto","2008-04-28","1377.11","229.52","406.17","741.42"
"GPL","2008-04-28","677.83","112.97","116.02","448.84"
"Benzina","2008-05-05","1431.60","238.60","564.00","629.00"
"Gasolio auto","2008-05-05","1411.36","235.23","423.00","753.13"
"GPL","2008-05-05","688.55","114.76","125.27","448.52"
"Benzina","2008-05-12","1459.08","243.18","564.00","651.90"
"Gasolio auto","2008-05-12","1445.65","240.94","423.00","781.71"
"GPL","2008-05-12","689.27","114.88","125.27","449.12"
"Benzina","2008-05-19","1473.16","245.53","564.00","663.63"
"Gasolio auto","2008-05-19","1467.06","244.51","423.00","799.55"
"GPL","2008-05-19","689.27","114.88","125.27","449.12"
"Benzina","2008-05-26","1497.10","249.52","564.00","683.58"
"Gasolio auto","2008-05-26","1493.51","248.92","423.00","821.59"
"GPL","2008-05-26","691.24","115.21","125.27","450.76"
"Benzina","2008-06-02","1496.40","249.40","564.00","683.00"
"Gasolio auto","2008-06-02","1490.21","248.37","423.00","818.84"
"GPL","2008-06-02","691.31","115.22","125.27","450.82"
"Benzina","2008-06-09","1502.78","250.46","564.00","688.32"
"Gasolio auto","2008-06-09","1497.85","249.64","423.00","825.21"
"GPL","2008-06-09","691.55","115.26","125.27","451.02"
"Benzina","2008-06-16","1524.64","254.11","564.00","706.53"
"Gasolio auto","2008-06-16","1520.34","253.39","423.00","843.95"
"GPL","2008-06-16","693.52","115.59","125.27","452.66"
"Benzina","2008-06-23","1525.03","254.17","564.00","706.86"
"Gasolio auto","2008-06-23","1520.65","253.44","423.00","844.21"
"GPL","2008-06-23","691.55","115.26","125.27","451.02"
"Benzina","2008-06-30","1524.97","254.16","564.00","706.81"
"Gasolio auto","2008-06-30","1520.52","253.42","423.00","844.10"
"GPL","2008-06-30","693.52","115.59","125.27","452.66"
"Benzina","2008-07-07","1528.30","254.72","564.00","709.58"
"Gasolio auto","2008-07-07","1524.07","254.01","423.00","847.06"
"GPL","2008-07-07","694.96","115.83","125.27","453.86"
"Benzina","2008-07-14","1532.35","255.39","564.00","712.96"
"Gasolio auto","2008-07-14","1528.42","254.74","423.00","850.68"
"GPL","2008-07-14","696.82","116.14","125.27","455.41"
"Benzina","2008-07-21","1524.12","254.02","564.00","706.10"
"Gasolio auto","2008-07-21","1518.98","253.16","423.00","842.82"
"GPL","2008-07-21","696.82","116.14","125.27","455.41"
"Benzina","2008-07-28","1489.64","248.27","564.00","677.37"
"Gasolio auto","2008-07-28","1484.71","247.45","423.00","814.26"
"GPL","2008-07-28","697.06","116.18","125.27","455.61"
"Benzina","2008-08-04","1467.45","244.58","564.00","658.87"
"Gasolio auto","2008-08-04","1462.36","243.73","423.00","795.63"
"GPL","2008-08-04","689.18","114.86","125.27","449.05"
"Benzina","2008-08-11","1453.20","242.20","564.00","647.00"
"Gasolio auto","2008-08-11","1427.88","237.98","423.00","766.90"
"GPL","2008-08-11","689.18","114.86","125.27","449.05"
"Benzina","2008-08-18","1448.54","241.42","564.00","643.12"
"Gasolio auto","2008-08-18","1418.55","236.42","423.00","759.13"
"GPL","2008-08-18","689.18","114.86","125.27","449.05"
"Benzina","2008-08-25","1450.35","241.72","564.00","644.63"
"Gasolio auto","2008-08-25","1418.25","236.38","423.00","758.87"
"GPL","2008-08-25","689.18","114.86","125.27","449.05"
"Benzina","2008-09-01","1454.13","242.35","564.00","647.78"
"Gasolio auto","2008-09-01","1415.97","235.99","423.00","756.98"
"GPL","2008-09-01","689.97","114.99","125.27","449.71"
"Benzina","2008-09-08","1445.69","240.95","564.00","640.74"
"Gasolio auto","2008-09-08","1396.53","232.76","423.00","740.77"
"GPL","2008-09-08","688.38","114.73","125.27","448.38"
"Benzina","2008-09-15","1444.53","240.76","564.00","639.77"
"Gasolio auto","2008-09-15","1375.74","229.29","423.00","723.45"
"GPL","2008-09-15","688.38","114.73","125.27","448.38"
"Benzina","2008-09-22","1405.47","234.25","564.00","607.22"
"Gasolio auto","2008-09-22","1353.28","225.55","423.00","704.73"
"GPL","2008-09-22","690.75","115.12","125.27","450.36"
"Benzina","2008-09-29","1413.39","235.57","564.00","613.82"
"Gasolio auto","2008-09-29","1362.77","227.13","423.00","712.64"
"GPL","2008-09-29","691.10","115.18","125.27","450.65"
"Benzina","2008-10-06","1403.83","233.97","564.00","605.86"
"Gasolio auto","2008-10-06","1359.63","226.60","423.00","710.03"
"GPL","2008-10-06","687.16","114.53","125.27","447.36"
"Benzina","2008-10-13","1351.51","225.25","564.00","562.26"
"Gasolio auto","2008-10-13","1297.76","216.29","423.00","658.47"
"GPL","2008-10-13","685.46","114.24","125.27","445.95"
"Benzina","2008-10-20","1292.85","215.47","564.00","513.38"
"Gasolio auto","2008-10-20","1252.68","208.78","423.00","620.90"
"GPL","2008-10-20","685.46","114.24","125.27","445.95"
"Benzina","2008-10-27","1266.53","211.09","564.00","491.44"
"Gasolio auto","2008-10-27","1232.30","205.38","423.00","603.92"
"GPL","2008-10-27","683.68","113.95","125.27","444.46"
"Benzina","2008-11-03","1255.69","209.28","564.00","482.41"
"Gasolio auto","2008-11-03","1217.37","202.90","423.00","591.47"
"GPL","2008-11-03","683.68","113.95","125.27","444.46"
"Benzina","2008-11-10","1222.51","203.75","564.00","454.76"
"Gasolio auto","2008-11-10","1209.92","201.65","423.00","585.27"
"GPL","2008-11-10","680.28","113.38","125.27","441.63"
"Benzina","2008-11-17","1199.76","199.96","564.00","435.80"
"Gasolio auto","2008-11-17","1192.67","198.78","423.00","570.89"
"GPL","2008-11-17","657.93","109.65","125.27","423.01"
"Benzina","2008-11-24","1154.11","192.35","564.00","397.76"
"Gasolio auto","2008-11-24","1148.63","191.44","423.00","534.19"
"GPL","2008-11-24","653.44","108.91","125.27","419.26"
"Benzina","2008-12-01","1146.96","191.16","564.00","391.80"
"Gasolio auto","2008-12-01","1141.85","190.31","423.00","528.54"
"GPL","2008-12-01","640.54","106.76","125.27","408.51"
"Benzina","2008-12-08","1127.81","187.97","564.00","375.84"
"Gasolio auto","2008-12-08","1113.02","185.50","423.00","504.52"
"GPL","2008-12-08","626.45","104.41","125.27","396.77"
"Benzina","2008-12-15","1114.59","185.76","564.00","364.83"
"Gasolio auto","2008-12-15","1080.19","180.03","423.00","477.16"
"GPL","2008-12-15","616.67","102.78","125.27","388.62"
"Benzina","2008-12-22","1102.18","183.70","564.00","354.48"
"Gasolio auto","2008-12-22","1053.45","175.57","423.00","454.88"
"GPL","2008-12-22","608.52","101.42","125.27","381.83"
"Benzina","2009-01-05","1082.64","180.44","564.00","338.20"
"Gasolio auto","2009-01-05","1022.49","170.41","423.00","429.08"
"GPL","2009-01-05","607.31","101.22","125.27","380.82"
"Benzina","2009-01-12","1112.87","185.48","564.00","363.39"
"Gasolio auto","2009-01-12","1052.18","175.36","423.00","453.82"
"GPL","2009-01-12","605.90","100.98","125.27","379.65"
"Benzina","2009-01-19","1132.41","188.73","564.00","379.68"
"Gasolio auto","2009-01-19","1070.11","178.35","423.00","468.76"
"GPL","2009-01-19","591.37","98.56","125.27","367.54"
"Benzina","2009-01-26","1136.43","189.40","564.00","383.03"
"Gasolio auto","2009-01-26","1061.00","176.83","423.00","461.17"
"GPL","2009-01-26","584.80","97.47","125.27","362.06"
"Benzina","2009-02-02","1144.18","190.70","564.00","389.48"
"Gasolio auto","2009-02-02","1062.59","177.10","423.00","462.49"
"GPL","2009-02-02","584.10","97.35","125.27","361.48"
"Benzina","2009-02-09","1142.07","190.34","564.00","387.73"
"Gasolio auto","2009-02-09","1065.93","177.66","423.00","465.27"
"GPL","2009-02-09","590.76","98.46","125.27","367.03"
"Benzina","2009-02-16","1134.66","189.11","564.00","381.55"
"Gasolio auto","2009-02-16","1061.17","176.86","423.00","461.31"
"GPL","2009-02-16","590.76","98.46","125.27","367.03"
"Benzina","2009-02-23","1143.29","190.55","564.00","388.74"
"Gasolio auto","2009-02-23","1033.24","172.21","423.00","438.03"
"GPL","2009-02-23","590.76","98.46","125.27","367.03"
"Benzina","2009-03-02","1156.23","192.71","564.00","399.52"
"Gasolio auto","2009-03-02","1020.86","170.14","423.00","427.72"
"GPL","2009-03-02","590.76","98.46","125.27","367.03"
"Benzina","2009-03-09","1160.68","193.45","564.00","403.23"
"Gasolio auto","2009-03-09","1018.14","169.69","423.00","425.45"
"GPL","2009-03-09","590.76","98.46","125.27","367.03"
"Benzina","2009-03-16","1165.00","194.17","564.00","406.83"
"Gasolio auto","2009-03-16","1018.83","169.80","423.00","426.03"
"GPL","2009-03-16","577.49","96.25","125.27","355.97"
"Benzina","2009-03-23","1164.48","194.08","564.00","406.40"
"Gasolio auto","2009-03-23","1026.50","171.08","423.00","432.42"
"GPL","2009-03-23","565.77","94.29","125.27","346.21"
"Benzina","2009-03-30","1186.42","197.74","564.00","424.68"
"Gasolio auto","2009-03-30","1041.53","173.59","423.00","444.94"
"GPL","2009-03-30","558.69","93.12","125.27","340.30"
"Benzina","2009-04-06","1175.87","195.98","564.00","415.89"
"Gasolio auto","2009-04-06","1032.30","172.05","423.00","437.25"
"GPL","2009-04-06","557.54","92.92","125.27","339.35"
"Benzina","2009-04-20","1196.31","199.38","564.00","432.93"
"Gasolio auto","2009-04-20","1051.82","175.30","423.00","453.52"
"GPL","2009-04-20","546.62","91.10","125.27","330.25"
"Benzina","2009-04-27","1197.58","199.60","564.00","433.98"
"Gasolio auto","2009-04-27","1055.19","175.86","423.00","456.33"
"GPL","2009-04-27","545.03","90.84","125.27","328.92"
"Benzina","2009-05-04","1183.32","197.22","564.00","422.10"
"Gasolio auto","2009-05-04","1051.86","175.31","423.00","453.55"
"GPL","2009-05-04","545.03","90.84","125.27","328.92"
"Benzina","2009-05-11","1229.38","204.90","564.00","460.48"
"Gasolio auto","2009-05-11","1071.09","178.51","423.00","469.58"
"GPL","2009-05-11","537.53","89.59","125.27","322.67"
"Benzina","2009-05-18","1234.04","205.67","564.00","464.37"
"Gasolio auto","2009-05-18","1066.09","177.68","423.00","465.41"
"GPL","2009-05-18","534.37","89.06","125.27","320.04"
"Benzina","2009-05-25","1263.06","210.51","564.00","488.55"
"Gasolio auto","2009-05-25","1060.03","176.67","423.00","460.36"
"GPL","2009-05-25","535.24","89.21","125.27","320.76"
"Benzina","2009-06-01","1275.81","212.63","564.00","499.18"
"Gasolio auto","2009-06-01","1064.70","177.45","423.00","464.25"
"GPL","2009-06-01","539.27","89.88","125.27","324.12"
"Benzina","2009-06-08","1283.37","213.89","564.00","505.48"
"Gasolio auto","2009-06-08","1090.13","181.69","423.00","485.44"
"GPL","2009-06-08","548.44","91.41","125.27","331.76"
"Benzina","2009-06-15","1305.07","217.51","564.00","523.56"
"Gasolio auto","2009-06-15","1109.55","184.92","423.00","501.63"
"GPL","2009-06-15","551.88","91.98","125.27","334.63"
"Benzina","2009-06-22","1316.06","219.34","564.00","532.72"
"Gasolio auto","2009-06-22","1118.09","186.35","423.00","508.74"
"GPL","2009-06-22","552.32","92.05","125.27","335.00"
"Benzina","2009-06-29","1291.46","215.24","564.00","512.22"
"Gasolio auto","2009-06-29","1101.62","183.60","423.00","495.02"
"GPL","2009-06-29","552.90","92.15","125.27","335.48"
"Benzina","2009-07-06","1279.43","213.24","564.00","502.19"
"Gasolio auto","2009-07-06","1096.17","182.69","423.00","490.48"
"GPL","2009-07-06","542.35","90.39","125.27","326.69"
"Benzina","2009-07-13","1259.53","209.92","564.00","485.61"
"Gasolio auto","2009-07-13","1074.66","179.11","423.00","472.55"
"GPL","2009-07-13","544.68","90.78","125.27","328.63"
"Benzina","2009-07-20","1251.29","208.55","564.00","478.74"
"Gasolio auto","2009-07-20","1064.92","177.49","423.00","464.43"
"GPL","2009-07-20","545.39","90.90","125.27","329.22"
"Benzina","2009-07-27","1279.40","213.23","564.00","502.17"
"Gasolio auto","2009-07-27","1102.77","183.79","423.00","495.98"
"GPL","2009-07-27","546.15","91.02","125.27","329.86"
"Benzina","2009-08-03","1280.03","213.34","564.00","502.69"
"Gasolio auto","2009-08-03","1104.00","184.00","423.00","497.00"
"GPL","2009-08-03","546.15","91.02","125.27","329.86"
"Benzina","2009-08-10","1307.44","217.91","564.00","525.53"
"Gasolio auto","2009-08-10","1127.23","187.87","423.00","516.36"
"GPL","2009-08-10","547.56","91.26","125.27","331.03"
"Benzina","2009-08-17","1303.90","217.32","564.00","522.58"
"Gasolio auto","2009-08-17","1123.63","187.27","423.00","513.36"
"GPL","2009-08-17","547.14","91.19","125.27","330.68"
"Benzina","2009-08-24","1296.28","216.05","564.00","516.23"
"Gasolio auto","2009-08-24","1118.92","186.49","423.00","509.43"
"GPL","2009-08-24","545.73","90.96","125.27","329.50"
"Benzina","2009-08-31","1292.07","215.34","564.00","512.73"
"Gasolio auto","2009-08-31","1116.85","186.14","423.00","507.71"
"GPL","2009-08-31","545.73","90.96","125.27","329.50"
"Benzina","2009-09-07","1272.05","212.01","564.00","496.04"
"Gasolio auto","2009-09-07","1094.85","182.47","423.00","489.38"
"GPL","2009-09-07","545.73","90.96","125.27","329.50"
"Benzina","2009-09-14","1270.04","211.67","564.00","494.37"
"Gasolio auto","2009-09-14","1092.99","182.16","423.00","487.83"
"GPL","2009-09-14","545.73","90.96","125.27","329.50"
"Benzina","2009-09-21","1267.19","211.20","564.00","491.99"
"Gasolio auto","2009-09-21","1091.40","181.90","423.00","486.50"
"GPL","2009-09-21","545.11","90.85","125.27","328.99"
"Benzina","2009-09-28","1241.00","206.83","564.00","470.17"
"Gasolio auto","2009-09-28","1075.68","179.28","423.00","473.40"
"GPL","2009-09-28","545.11","90.85","125.27","328.99"
"Benzina","2009-10-05","1236.39","206.06","564.00","466.33"
"Gasolio auto","2009-10-05","1079.16","179.86","423.00","476.30"
"GPL","2009-10-05","545.10","90.85","125.27","328.98"
"Benzina","2009-10-12","1251.18","208.53","564.00","478.65"
"Gasolio auto","2009-10-12","1086.55","181.09","423.00","482.46"
"GPL","2009-10-12","545.11","90.85","125.27","328.99"
"Benzina","2009-10-19","1264.46","210.74","564.00","489.72"
"Gasolio auto","2009-10-19","1106.49","184.42","423.00","499.07"
"GPL","2009-10-19","545.11","90.85","125.27","328.99"
"Benzina","2009-10-26","1286.54","214.42","564.00","508.12"
"Gasolio auto","2009-10-26","1126.57","187.76","423.00","515.81"
"GPL","2009-10-26","545.11","90.85","125.27","328.99"
"Benzina","2009-11-02","1294.88","215.81","564.00","515.07"
"Gasolio auto","2009-11-02","1134.57","189.10","423.00","522.47"
"GPL","2009-11-02","543.67","90.61","125.27","327.79"
"Benzina","2009-11-09","1293.08","215.51","564.00","513.57"
"Gasolio auto","2009-11-09","1129.46","188.24","423.00","518.22"
"GPL","2009-11-09","567.70","94.62","125.27","347.81"
"Benzina","2009-11-16","1282.61","213.77","564.00","504.84"
"Gasolio auto","2009-11-16","1116.63","186.10","423.00","507.53"
"GPL","2009-11-16","582.08","97.01","125.27","359.80"
"Benzina","2009-11-23","1288.77","214.79","564.00","509.98"
"Gasolio auto","2009-11-23","1124.63","187.44","423.00","514.19"
"GPL","2009-11-23","587.80","97.97","125.27","364.56"
"Benzina","2009-11-30","1281.29","213.55","564.00","503.74"
"Gasolio auto","2009-11-30","1117.50","186.25","423.00","508.25"
"GPL","2009-11-30","592.98","98.83","125.27","368.88"
"Benzina","2009-12-07","1281.07","213.51","564.00","503.56"
"Gasolio auto","2009-12-07","1118.06","186.34","423.00","508.72"
"GPL","2009-12-07","593.62","98.94","125.27","369.41"
"Benzina","2009-12-14","1270.31","211.72","564.00","494.59"
"Gasolio auto","2009-12-14","1108.88","184.81","423.00","501.07"
"GPL","2009-12-14","596.08","99.35","125.27","371.46"
"Benzina","2009-12-21","1263.98","210.66","564.00","489.32"
"Gasolio auto","2009-12-21","1113.34","185.56","423.00","504.78"
"GPL","2009-12-21","603.75","100.62","125.27","377.86"
"Benzina","2009-12-28","1272.03","212.00","564.00","496.03"
"Gasolio auto","2009-12-28","1116.97","186.16","423.00","507.81"
"GPL","2009-12-28","604.17","100.69","125.27","378.21"
"Benzina","2010-01-04","1293.97","215.66","564.00","514.31"
"Gasolio auto","2010-01-04","1135.46","189.24","423.00","523.22"
"GPL","2010-01-04","608.08","101.35","125.27","381.46"
"Benzina","2010-01-11","1310.76","218.46","564.00","528.30"
"Gasolio auto","2010-01-11","1152.97","192.16","423.00","537.81"
"GPL","2010-01-11","612.98","102.16","125.27","385.55"
"Benzina","2010-01-18","1315.94","219.32","564.00","532.62"
"Gasolio auto","2010-01-18","1157.52","192.92","423.00","541.60"
"GPL","2010-01-18","622.23","103.70","125.27","393.26"
"Benzina","2010-01-25","1313.83","218.97","564.00","530.86"
"Gasolio auto","2010-01-25","1147.15","191.19","423.00","532.96"
"GPL","2010-01-25","624.20","104.03","125.27","394.90"
"Benzina","2010-02-01","1312.60","218.77","564.00","529.83"
"Gasolio auto","2010-02-01","1136.04","189.34","423.00","523.70"
"GPL","2010-02-01","625.72","104.29","125.27","396.16"
"Benzina","2010-02-08","1320.82","220.14","564.00","536.68"
"Gasolio auto","2010-02-08","1142.94","190.49","423.00","529.45"
"GPL","2010-02-08","637.05","106.18","125.27","405.60"
"Benzina","2010-02-15","1306.98","217.83","564.00","525.15"
"Gasolio auto","2010-02-15","1135.23","189.20","423.00","523.03"
"GPL","2010-02-15","646.19","107.70","125.27","413.22"
"Benzina","2010-02-22","1311.10","218.52","564.00","528.58"
"Gasolio auto","2010-02-22","1155.08","192.51","423.00","539.57"
"GPL","2010-02-22","655.77","109.29","125.27","421.21"
"Benzina","2010-03-01","1333.18","222.20","564.00","546.98"
"Gasolio auto","2010-03-01","1180.87","196.81","423.00","561.06"
"GPL","2010-03-01","655.86","109.31","125.27","421.28"
"Benzina","2010-03-08","1352.43","225.40","564.00","563.03"
"Gasolio auto","2010-03-08","1181.81","196.97","423.00","561.84"
"GPL","2010-03-08","655.88","109.31","125.27","421.30"
"Benzina","2010-03-15","1363.15","227.19","564.00","571.96"
"Gasolio auto","2010-03-15","1189.53","198.25","423.00","568.28"
"GPL","2010-03-15","655.90","109.32","125.27","421.31"
"Benzina","2010-03-22","1376.49","229.41","564.00","583.08"
"Gasolio auto","2010-03-22","1200.84","200.14","423.00","577.70"
"GPL","2010-03-22","656.47","109.41","125.27","421.79"
"Benzina","2010-03-29","1377.49","229.58","564.00","583.91"
"Gasolio auto","2010-03-29","1201.89","200.32","423.00","578.57"
"GPL","2010-03-29","662.12","110.35","125.27","426.50"
"Benzina","2010-04-12","1392.62","232.10","564.00","596.52"
"Gasolio auto","2010-04-12","1219.94","203.32","423.00","593.62"
"GPL","2010-04-12","662.55","110.42","125.27","426.86"
"Benzina","2010-04-19","1392.12","232.02","564.00","596.10"
"Gasolio auto","2010-04-19","1223.21","203.87","423.00","596.34"
"GPL","2010-04-19","658.93","109.82","125.27","423.84"
"Benzina","2010-04-26","1389.67","231.61","564.00","594.06"
"Gasolio auto","2010-04-26","1230.40","205.07","423.00","602.33"
"GPL","2010-04-26","659.15","109.86","125.27","424.02"
"Benzina","2010-05-03","1404.64","234.11","564.00","606.53"
"Gasolio auto","2010-05-03","1247.62","207.94","423.00","616.68"
"GPL","2010-05-03","659.17","109.86","125.27","424.04"
